loss,binary_accuracy,iou,dice_coef,val_loss,val_binary_accuracy,val_iou,val_dice_coef
-0.11028941720724106,0.9041855335235596,0.05976312980055809,0.11067977547645569,-0.021404745057225227,0.989905595779419,0.01092367060482502,0.02124352566897869
-0.19054722785949707,0.9858112931251526,0.1080402210354805,0.19185617566108704,-0.01959278993308544,0.9900921583175659,0.009909706190228462,0.01884741149842739
-0.2368917316198349,0.9884727001190186,0.13698534667491913,0.23722021281719208,-0.026853518560528755,0.9901648759841919,0.014179141260683537,0.026252031326293945
-0.2857619524002075,0.9903506636619568,0.17129148542881012,0.28701481223106384,-0.021471936255693436,0.9832624197006226,0.011854003183543682,0.020952289924025536
-0.34008264541625977,0.9920240044593811,0.2097591906785965,0.3409806489944458,-0.06552544236183167,0.9539236426353455,0.0338868573307991,0.06335131078958511
-0.3902941942214966,0.9931007623672485,0.2492402046918869,0.3906196355819702,-0.1249963715672493,0.9110089540481567,0.0658101886510849,0.12173433601856232
-0.45460113883018494,0.9940901398658752,0.3011893630027771,0.4548279047012329,-0.49115076661109924,0.993923008441925,0.3269939422607422,0.48471906781196594
-0.5191882848739624,0.9949265718460083,0.3564837574958801,0.5187985897064209,-0.41492053866386414,0.994809627532959,0.2668156325817108,0.4064944386482239
-0.5580320954322815,0.9953320622444153,0.39620304107666016,0.558449923992157,-0.607282280921936,0.9957751035690308,0.4287613034248352,0.584179162979126
-0.627169668674469,0.9961696267127991,0.4633094370365143,0.6261410713195801,-0.6016519665718079,0.9963849782943726,0.4413911998271942,0.6051626801490784
-0.6686223745346069,0.9964738488197327,0.5082784295082092,0.6680464744567871,-0.6852625608444214,0.9969046115875244,0.5179596543312073,0.6692671775817871
-0.6995723843574524,0.9966320991516113,0.5429643988609314,0.6966954469680786,-0.7120513319969177,0.9960151314735413,0.5549934506416321,0.7082381844520569
-0.7156302332878113,0.9965963363647461,0.5673817992210388,0.7162431478500366,-0.7027328014373779,0.9947994947433472,0.5618329048156738,0.7103851437568665
-0.7553221583366394,0.9969850778579712,0.6145355105400085,0.7556049227714539,-0.724727213382721,0.9972841739654541,0.5835370421409607,0.7267780303955078
-0.7688782811164856,0.9970477819442749,0.6327170729637146,0.7690390348434448,-0.7625429034233093,0.9963421821594238,0.6123946309089661,0.7478427290916443
-0.7850391864776611,0.9972217082977295,0.6536133885383606,0.7838137149810791,-0.7780900597572327,0.9973590970039368,0.6428322792053223,0.7754493951797485
-0.8039566278457642,0.9973096251487732,0.6801658272743225,0.8041747212409973,-0.8276273012161255,0.9972286820411682,0.6986274719238281,0.796141505241394
-0.7995562553405762,0.9971709847450256,0.6770387887954712,0.7995215654373169,-0.8127174973487854,0.997350811958313,0.6919351816177368,0.8121000528335571
-0.8134028315544128,0.997218132019043,0.6948751211166382,0.813917338848114,-0.8030886054039001,0.9973151683807373,0.669864296913147,0.7859436273574829
-0.8311370611190796,0.9974721670150757,0.7197842597961426,0.8315887451171875,-0.8312197923660278,0.9973818063735962,0.7119961380958557,0.8271068334579468
-0.8347110152244568,0.9974184632301331,0.7230987548828125,0.8335441946983337,-0.8211919665336609,0.9973028302192688,0.6942846775054932,0.789950966835022
-0.8370968103408813,0.9974971413612366,0.7290240526199341,0.8375846743583679,-0.8277851939201355,0.9973753094673157,0.710374653339386,0.8252438902854919
-0.8415833115577698,0.9975097179412842,0.7353570461273193,0.8414416313171387,-0.8341171145439148,0.997321367263794,0.7133188843727112,0.8023844361305237
-0.8411799669265747,0.9974581003189087,0.7356476783752441,0.8416421413421631,-0.7923457026481628,0.9966168403625488,0.6556969285011292,0.7622021436691284
-0.846744179725647,0.9974170327186584,0.7442921996116638,0.8469245433807373,-0.8393218517303467,0.9975326657295227,0.7257953882217407,0.8073911070823669
-0.8608549237251282,0.9977056980133057,0.7620446085929871,0.8608326315879822,-0.848979115486145,0.9976484179496765,0.7486582398414612,0.8517555594444275
-0.8584002256393433,0.9976910948753357,0.7591288685798645,0.8582134246826172,-0.8577341437339783,0.9975996017456055,0.7622478604316711,0.8606378436088562
-0.8747681975364685,0.9978815317153931,0.7844675183296204,0.8748384714126587,-0.8661491870880127,0.9977280497550964,0.7696516513824463,0.8645883798599243
-0.8770397901535034,0.9978581666946411,0.7877718210220337,0.8773277997970581,-0.8655719757080078,0.997951865196228,0.7659091949462891,0.8616050481796265
-0.8763592839241028,0.9979145526885986,0.7866905331611633,0.8766849637031555,-0.854803204536438,0.9976482391357422,0.7510929703712463,0.8526028394699097
-0.8799220323562622,0.9979161620140076,0.7921972274780273,0.8797736763954163,-0.8630963563919067,0.9977211952209473,0.7632709741592407,0.8302611708641052
-0.8773214817047119,0.9978950023651123,0.7883531451225281,0.8774243593215942,-0.8613055348396301,0.9978550672531128,0.7677778005599976,0.8637908697128296
